ID,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level
1463,47,21,15,95207,4,0.6,3
1464,35,10,94,91343,1,0,1
1465,28,4,120,92333,2,0.6,1
1466,45,19,60,91911,1,0.7,3
1467,33,9,145,94303,2,4.33,1
1468,62,36,29,91107,2,0.7,3
1469,45,18,78,92129,3,2.67,2
1470,59,35,59,90005,4,1.2,2
1471,58,28,80,91116,2,4.5,3
1472,52,26,180,94305,1,1,1
1473,34,8,8,94710,3,0.1,2
1474,65,35,23,91711,1,1.5,3
1475,48,23,79,92124,2,3.8,3
1476,44,19,78,92064,2,3.8,3
1477,61,37,64,92028,1,0,2
1478,40,14,64,91320,4,0.2,3
1479,65,39,160,94803,4,3.8,1
1480,28,4,43,91304,1,1,3
1481,67,42,32,93943,1,1.1,3
1482,35,9,179,91125,2,0,1
1483,60,35,8,94143,1,0.1,1
1484,58,32,63,92717,1,1.6,1
1485,55,30,40,94126,2,2.3,3
1486,34,9,99,90245,4,2.2,2
1487,35,9,141,93022,2,4.5,2
1488,28,4,159,93907,1,1.5,1
1489,38,12,39,95825,2,0.3,1
1490,62,38,99,91604,4,1.7,2
1491,30,4,18,95020,4,0.3,2
1492,38,12,38,94553,2,0.3,1
1493,33,8,133,90024,1,0,1
1494,58,34,84,91380,2,2.8,1
1495,59,35,60,90089,1,0,2
1496,52,28,178,92647,3,5.4,3
1497,36,12,18,91330,1,0.5,3
1498,45,21,73,95020,1,0.8,3
1499,49,23,125,94022,1,7.3,1
1500,52,26,91,92173,1,4.3,2
1501,54,28,74,95014,2,1.1,1
1502,30,4,35,92130,2,0.3,2
1503,65,39,113,90036,1,2,1
1504,34,8,52,94720,4,2.2,2
1505,30,6,191,92028,2,4.4,2
1506,51,25,18,92109,1,0.3,3
1507,52,27,25,95138,2,0,1
1508,43,18,50,91006,4,1.9,3
1509,35,10,75,93940,4,0.7,3
1510,56,26,92,92647,2,4.5,3
1511,57,32,33,95747,2,2,2
1512,58,32,65,90266,3,2.2,3
1513,53,28,44,91604,3,1.7,1
1514,45,21,183,95211,2,1.4,1
1515,44,20,175,96150,2,1.4,1
1516,54,28,28,94305,4,1.5,3
1517,41,17,49,92130,4,2.2,2
1518,52,26,45,92697,4,1.8,1
1519,43,17,64,95053,4,3,3
1520,63,38,22,92115,3,0.1,3
1521,54,30,120,95039,1,7.4,1
1522,33,8,175,92354,2,6.7,1
1523,25,-1,101,94720,4,2.3,3
1524,41,16,104,92037,1,1,3
1525,40,16,155,94002,4,0.1,3
1526,43,18,58,95747,1,2.4,1
1527,36,10,80,94608,4,2.2,2
1528,57,33,45,94117,1,1.8,3
1529,34,9,134,94550,1,4.6,1
1530,38,14,58,91709,4,2,3
1531,47,21,20,94066,1,0.2,1
1532,39,13,25,90304,4,1.5,3
1533,45,20,55,94588,1,0.3,1
1534,62,37,155,93943,1,1.3,1
1535,59,34,30,92084,1,1.3,1
1536,61,37,39,92096,4,0.4,1
1537,36,12,73,95617,4,2,3
1538,58,34,41,94608,4,1.3,1
1539,55,30,34,95820,4,0.1,3
1540,29,5,21,90601,3,0.9,3
1541,34,8,11,91320,4,0.3,1
1542,61,35,154,92704,2,6.9,1
1543,50,20,19,92612,4,0.4,3
1544,52,26,101,93407,2,2.4,2
1545,39,15,24,92123,1,1,1
1546,55,29,131,92675,2,2.7,1
1547,33,9,105,95136,1,4,1
1548,47,21,52,94720,1,1.2,2
1549,57,32,21,92037,4,0.9,2
1550,57,31,45,94305,3,1.4,1
1551,40,14,39,93117,1,2,1
1552,50,25,192,94115,2,2.8,1
1553,29,5,195,94301,1,4.3,1
1554,46,22,83,95616,3,0.7,1
1555,42,15,34,91302,3,1,2
1556,59,33,49,93009,4,1.7,2
1557,31,1,60,94143,4,4,3
1558,51,25,41,94939,4,1.8,1
1559,35,10,72,91320,3,2.3,1
1560,59,35,102,92677,4,3,2
1561,35,10,31,95605,3,1.3,1
1562,46,20,73,93106,1,1.5,2
1563,34,9,89,91763,1,0,1
1564,55,29,19,92109,4,0.7,3
1565,64,40,63,94706,4,1.2,2
1566,34,9,104,95758,3,1.2,3
1567,61,35,40,95064,1,0.8,2
1568,63,39,92,94710,2,0,3
1569,59,33,72,92350,2,0.7,2
1570,51,27,44,94305,3,1.9,2
1571,41,16,114,94705,4,3.5,1
1572,37,13,73,95758,4,2.4,1
1573,64,40,63,91711,4,1.2,2
1574,44,20,69,92028,1,0.8,3
1575,62,37,42,92106,3,1.5,1
1576,50,26,88,90037,1,2.7,1
1577,43,18,98,92131,2,0.4,1
1578,34,8,65,92093,1,3,1
1579,38,13,12,94143,2,0.3,2
1580,29,5,122,94305,4,3,1
1581,39,14,12,92093,2,0,3
1582,53,29,24,94105,2,0.2,1
1583,43,19,170,92037,4,4.25,1
1584,61,36,184,92028,4,2.3,2
1585,46,20,25,93401,4,0.6,3
1586,57,31,131,90502,2,2.7,1
1587,59,33,50,94122,2,2.3,3
1588,52,28,21,94035,2,0.4,1
1589,29,3,55,95616,3,1.1,2
1590,57,32,124,90049,1,0.2,2
1591,49,23,58,95819,4,2.6,1
1592,39,13,72,95817,2,2.8,1
1593,56,31,192,90089,1,7,3
1594,63,38,83,91320,3,1.8,2
1595,37,12,93,90025,1,2.8,1
1596,56,26,38,94305,3,1,3
1597,45,20,55,92606,4,1.9,3
1598,66,41,11,92325,3,0.1,3
1599,40,15,85,94550,2,0.4,1
1600,50,24,124,93305,1,4.9,1
1601,60,36,129,92028,2,6,1
1602,31,7,180,93407,1,4.3,1
1603,40,14,74,90245,4,1.4,2
1604,36,6,138,92152,1,7,3
1605,55,29,111,90502,2,3.6,3
1606,54,28,83,93555,3,0.8,1
1607,35,10,33,90266,4,1.7,1
1608,55,29,21,92028,4,0.7,3
1609,36,10,35,94608,2,0.3,1
1610,66,41,105,93023,1,0.8,3
1611,38,14,103,94305,1,0.8,2
1612,58,32,75,92096,2,2.3,3
1613,41,17,33,94550,1,0.7,1
1614,60,34,52,94305,4,1.7,2
1615,47,23,89,94920,1,2.6,2
1616,62,36,63,93109,1,2.5,3
1617,48,23,84,94402,4,3.1,2
1618,61,36,44,91302,4,2.1,1
1619,29,3,29,94720,3,1,1
1620,45,21,29,90005,1,0.3,3
1621,39,14,22,94035,2,0.3,2
1622,31,6,53,92093,4,2.2,1
1623,39,14,24,94611,2,0.3,2
1624,63,38,153,90045,1,1.3,1
1625,28,2,31,90024,2,0.3,2
1626,56,30,21,94542,2,0.7,2
1627,31,6,180,93108,2,6.7,1
1628,46,20,82,91016,3,0.7,2
1629,42,18,90,95064,4,0.8,1
1630,53,29,154,93407,4,7.4,3
1631,41,17,99,92096,2,1.8,2
1632,61,36,153,91105,1,2.6,2
1633,31,5,93,95032,2,3.1,2
1634,62,38,53,92121,1,0,2
1635,59,34,18,95814,3,1.3,2
1636,49,24,70,91330,1,2.9,1
1637,65,39,100,92122,4,1.7,3
1638,30,6,193,94022,3,6.3,3
1639,32,7,125,95133,1,0,1
1640,56,31,68,94571,2,0,3
1641,36,10,55,90009,1,2,1
1642,58,34,152,92182,4,3.6,3
1643,27,3,84,95814,3,1.5,1
1644,41,16,13,91125,2,0,3
1645,59,35,33,91355,4,0.4,1
1646,56,32,89,92096,4,1,2
1647,52,26,93,91745,1,2.4,1
1648,35,5,68,90509,4,1.8,3
1649,47,21,85,93106,2,1.7,2
1650,29,4,73,95039,1,0.8,2
1651,31,6,83,92131,4,2.2,2
1652,62,36,158,94301,2,6.3,3
1653,48,18,182,92626,4,6,3
1654,26,1,24,96651,2,0.9,3
1655,60,34,102,94305,2,2,1
1656,35,11,53,91355,3,2.8,1
1657,40,15,175,92646,2,3.3,1
1658,31,5,28,94538,3,1,1
1659,50,25,14,92037,4,0.8,1
1660,33,7,139,95828,1,4,3
1661,37,11,34,95747,3,0.9,1
1662,38,14,64,92093,1,1.5,3
1663,63,38,84,94607,4,0.1,2
1664,57,32,42,95070,3,0.5,2
1665,61,35,63,91605,1,1.6,1
1666,37,12,100,92735,3,1.2,3
1667,51,25,190,95138,2,4.2,2
1668,44,20,22,90024,1,1,1
1669,63,37,20,90066,1,0.8,2
1670,43,18,21,95037,2,1.4,2
1671,38,14,25,95135,4,0.4,2
1672,34,9,20,92648,4,1.1,3
1673,48,23,173,94546,3,0.2,1
1674,29,5,81,94115,2,2.5,1
1675,37,11,139,95814,2,0.8,2
1676,60,35,119,90266,2,3.9,1
1677,46,20,74,92821,4,2.6,3
1678,34,10,42,92173,1,1.5,2
1679,56,30,73,94035,2,1.1,1
1680,57,31,114,94590,4,5.2,1
1681,62,36,44,92093,2,1,3
1682,32,8,141,90005,2,4.33,1
1683,51,26,14,92182,2,0,1
1684,55,29,33,92660,2,0.4,3
1685,60,34,83,94028,2,2,1
1686,40,16,89,90011,4,0.8,1
1687,62,38,39,96003,4,2.2,1
1688,63,39,83,90025,3,2,3
1689,60,34,108,92152,2,2,1
1690,59,34,21,92028,3,1.3,2
1691,26,1,102,95521,1,1.9,1
1692,56,32,48,94117,1,1.6,3
1693,58,32,32,93014,3,1.4,1
1694,57,31,43,95616,1,0.2,1
1695,48,23,35,94025,4,0.4,2
1696,30,6,184,91911,1,6,1
1697,45,21,140,91024,2,7.6,1
1698,64,38,32,90065,3,0.7,2
1699,44,20,149,92121,1,1.7,1
1700,51,25,15,94720,4,0.6,3
1701,43,16,71,90089,3,2.33,2
1702,29,3,108,94304,4,1.8,2
1703,56,30,122,93555,2,0.5,1
1704,65,41,40,94542,3,0.1,3
1705,46,22,198,95521,2,6.67,1
1706,48,24,79,90245,4,1.4,2
1707,56,31,84,92672,1,0.1,3
1708,61,37,31,92374,3,0.4,2
1709,46,20,12,90250,4,0.6,3
1710,58,34,88,93555,2,1.6,1
1711,31,5,29,95405,2,0.3,2
1712,27,3,201,95819,1,6.33,1
1713,44,20,20,92780,1,1.4,3
1714,44,20,15,90405,1,1,1
1715,51,27,155,94720,2,0.4,1
1716,39,13,25,95370,3,0.2,2
1717,32,8,200,91330,2,6.5,1
1718,33,7,101,93727,1,2.7,2
1719,40,16,19,92028,4,0.4,2
1720,36,12,188,91304,2,6.5,1
1721,52,28,8,95060,1,0.3,1
1722,54,29,59,92867,2,2.3,3
1723,26,2,72,92647,4,2.6,1
1724,39,15,55,95821,1,1.5,3
1725,46,19,24,90025,3,0.67,2
1726,57,32,19,95348,1,1.3,1
1727,59,33,71,91335,2,2.3,3
1728,52,26,54,90049,2,1.5,2
1729,52,26,28,95405,1,0.3,3
1730,50,20,25,91320,4,0.4,3
1731,41,17,51,94402,2,0.6,3
1732,43,19,125,92122,3,2.4,1
1733,25,0,88,94566,2,1.8,2
1734,40,16,125,95125,2,2.2,1
1735,35,10,79,94720,4,2.1,3
1736,60,36,31,95051,3,0.4,2
1737,57,31,131,95133,2,2.7,1
1738,44,19,70,92399,1,0.2,2
1739,61,36,38,91129,3,0.9,3
1740,33,7,83,95211,1,2.5,1
1741,45,20,59,95008,1,2.4,1
1742,45,21,121,94066,1,4.7,1
1743,64,38,42,95929,2,0.7,3
1744,50,24,32,94701,4,1.8,1
1745,28,3,29,91105,4,0.8,1
1746,37,12,40,90065,2,1.1,2
1747,62,36,25,90740,3,0.3,3
1748,29,5,21,90717,4,0.4,2
1749,49,23,79,95819,3,0.7,2
1750,46,22,52,95814,2,2.1,3
1751,60,34,61,95521,4,1.7,2
1752,55,31,25,94720,2,0.2,1
1753,33,8,155,92717,1,7.4,3
1754,53,29,25,92008,2,0.4,1
1755,50,24,80,95616,4,4.9,1
1756,28,3,55,92647,4,1.7,2
1757,42,17,23,95053,2,0,3
1758,33,9,60,90630,1,1.2,1
1759,40,14,54,96003,2,0.7,1
1760,31,6,44,94720,4,0.8,1
1761,41,16,33,94309,4,0,2
1762,52,27,45,94720,2,2,2
1763,65,35,55,94526,4,1.67,3
1764,48,24,134,94105,1,5,1
1765,45,21,44,94596,3,0.6,2
1766,26,0,149,95051,2,7.2,1
1767,64,38,22,92697,2,0.2,3
1768,41,14,74,92691,3,2.33,2
1769,43,18,128,92093,4,5.3,1
1770,60,36,62,94061,4,2.2,1
1771,62,37,9,91320,1,0.1,1
1772,46,21,9,95023,2,0.7,3
1773,36,11,15,94720,2,0.3,2
1774,31,5,28,92037,4,0.8,1
1775,43,18,83,93109,3,0.5,3
1776,46,22,73,91360,1,0.8,3
1777,50,26,42,94080,4,1.1,2
1778,52,27,34,93117,2,0.7,2
1779,27,3,32,94710,3,1,2
1780,34,9,68,94720,1,2.8,1
1781,49,24,82,95051,1,2.9,1
1782,52,26,19,90650,2,0.7,2
1783,37,11,60,95825,2,2.8,1
1784,53,27,192,94720,1,1.7,1
1785,54,29,119,91355,3,2,1
1786,29,3,190,94080,2,4.5,1
1787,35,11,34,93117,1,1.5,2
1788,32,6,44,94608,4,0.2,1
1789,38,13,23,91116,4,0.2,3
1790,44,20,171,91330,4,0.7,1
1791,44,20,43,92124,1,0.3,3
1792,48,22,139,94309,1,0,1
1793,46,20,118,93009,1,5.7,1
1794,35,9,113,94596,3,0.8,3
1795,56,32,98,91355,3,3.9,3
1796,49,24,70,90024,1,2.9,1
1797,57,32,42,92831,2,2.1,3
1798,35,10,143,91365,1,8.6,1
1799,44,20,185,94086,3,2.7,1
1800,38,14,28,95821,4,0.4,2
1801,57,33,45,94080,3,1.5,1
1802,35,10,78,92121,1,2.6,2
1803,29,3,121,92806,2,1.3,1
1804,58,32,59,94542,1,1.6,1
1805,40,16,64,92661,4,2.67,1
1806,51,26,15,92373,2,0,1
1807,61,36,10,90740,1,0.1,1
1808,46,20,61,90036,2,0.4,3
1809,55,31,50,93010,4,1.5,1
1810,35,10,79,95045,4,2.1,3
1811,60,34,35,90025,1,0.2,1
1812,28,3,11,94534,4,0.5,3
1813,43,19,128,95054,1,4.7,1
1814,61,36,55,90033,3,0.9,3
1815,48,22,79,95747,3,0.7,2
1816,65,39,18,94923,2,0.4,1
1817,45,19,91,92373,2,1.7,2
1818,36,11,9,94604,4,0.2,3
1819,45,20,62,95818,2,2.2,3
1820,60,34,59,94110,1,1.6,1
1821,47,22,25,90404,1,0.1,1
1822,32,7,54,96008,4,1.3,1
1823,48,23,112,93014,1,5.1,2
1824,33,8,125,91320,1,0,1
1825,49,23,194,94022,4,8.3,2
1826,56,32,161,94720,1,5.8,3
1827,59,33,35,91105,1,0.2,1
1828,56,30,113,92704,2,2.7,1
1829,30,4,25,92123,2,0.3,2
1830,59,29,45,95630,3,2,3
1831,38,13,119,94571,2,7.8,1
1832,47,22,30,94118,4,0.4,2
1833,54,29,79,91330,4,3.8,2
1834,34,9,178,94303,1,0.8,3
1835,41,16,23,94143,2,0.3,2
1836,47,23,171,94546,2,1.4,1
1837,44,19,74,90041,4,1.9,3
1838,43,18,103,90089,3,1,1
1839,31,7,99,94720,1,4,1
1840,28,2,43,95616,4,1.3,3
1841,55,25,23,93106,4,0.4,3
1842,42,17,91,94583,1,0.1,2
1843,53,29,93,95051,1,2.7,2
1844,30,6,154,90230,1,6,1
1845,65,40,21,92717,3,0.1,3
1846,43,18,65,93065,2,2.2,3
1847,56,32,15,90089,1,0.1,2
1848,25,0,52,95126,3,2.6,3
1849,35,10,30,95032,3,1.3,1
1850,50,26,42,90630,1,1.6,2
1851,36,10,20,90033,4,0.3,1
1852,34,8,60,94015,4,2.2,2
1853,32,6,54,94596,4,1.8,3
1854,51,25,60,90401,4,2.6,1
1855,52,25,41,95403,3,1,2
1856,65,39,30,94304,3,0.7,2
1857,51,24,21,95014,2,1,2
1858,37,13,105,94066,1,0.8,2
1859,35,11,65,90747,3,2.8,1
1860,67,41,20,91741,2,0.4,1
1861,30,6,179,91103,3,4.9,1
1862,62,38,161,90274,1,2.9,1
1863,42,17,82,95616,1,3.7,3
1864,48,22,43,94588,1,1.2,2
1865,61,36,61,92103,2,2.8,1
1866,36,6,90,91342,4,1.8,3
1867,48,24,90,94523,1,2.6,2
1868,65,39,21,94553,2,0.4,1
1869,25,1,118,92833,1,5.4,1
1870,55,30,44,94025,2,2,2
1871,63,37,110,95032,1,4.1,3
1872,31,5,99,94065,4,1.8,2
1873,43,17,98,94402,3,1.1,1
1874,28,4,69,94538,3,0.7,2
1875,37,11,82,95819,3,0.9,2
1876,27,3,112,90066,3,2.5,1
1877,62,38,123,90210,1,2.9,1
1878,51,24,78,90037,1,2.67,2
1879,56,30,59,95833,3,0.8,1
1880,56,30,78,90401,3,1.7,2
1881,44,19,49,94720,4,1.9,3
1882,46,19,82,91365,3,2.67,2
1883,56,32,125,91330,3,0.6,1
1884,56,30,185,91711,1,2.9,1
1885,57,33,163,94132,1,7.4,1
1886,31,6,19,96001,4,1.1,3
1887,65,41,115,94105,4,1.7,2
1888,31,7,81,95006,2,2,2
1889,36,10,93,94305,1,2.8,3
1890,56,30,111,93106,4,0.3,1
1891,52,27,184,90630,1,8.1,1
1892,42,18,50,95126,4,2.2,2
1893,55,30,55,94110,3,1.7,1
1894,49,24,13,94608,1,0.4,3
1895,51,25,29,94303,4,0.1,1
1896,26,2,72,95003,4,2.6,1
1897,32,7,83,94304,1,2.6,2
1898,54,29,98,93065,1,0.1,3
1899,50,24,43,95630,4,0.1,1
1900,59,33,34,94115,1,0.2,1
1901,61,36,10,91365,4,0.4,2
1902,43,19,201,94305,2,6.67,1
1903,39,14,85,94005,3,1.2,3
1904,56,26,50,90095,3,1.4,3
1905,38,14,91,95060,2,0,1
1906,25,-1,112,92507,2,2,1
1907,42,17,98,92866,2,0.4,1
1908,42,18,115,93711,1,0.3,1
1909,50,26,22,92037,4,0.5,2
1910,56,30,101,90048,3,1.7,2
1911,43,18,83,95616,2,3.8,3
1912,60,35,52,94709,3,0.5,2
1913,42,16,191,94304,3,4.8,2
1914,57,33,134,92110,4,0.9,1
1915,48,24,54,95616,1,1.6,2
1916,37,11,69,91911,3,2.1,1
1917,57,32,64,95138,3,1.6,3
1918,62,32,53,96001,4,1.67,3
1919,39,9,118,93555,2,6,3
1920,38,13,19,92069,2,1.4,2
1921,54,28,31,92130,2,0.4,3
1922,45,21,63,95621,1,0.8,3
1923,39,15,25,93023,1,1.4,3
1924,45,19,22,90639,1,0.2,1
1925,62,38,78,92009,1,1.8,3
1926,43,19,81,90245,1,0.3,1
1927,30,6,41,90095,1,2.4,2
1928,35,10,62,93106,3,2.3,1
1929,58,34,35,94122,1,1.2,3
1930,44,19,30,94501,1,0.6,3
1931,56,29,51,94080,3,1,2
1932,28,2,140,92122,2,2,1
1933,64,39,73,90073,3,2.4,1
1934,63,39,40,91311,4,1.2,2
1935,44,20,69,95814,1,0.8,3
1936,34,9,191,94086,1,4.8,3
1937,50,24,82,90291,3,3,2
1938,51,25,181,95051,1,3.3,3
1939,30,4,38,90245,1,1.9,3
1940,55,31,23,94122,2,0.2,1
1941,57,33,55,92630,1,1.8,3
1942,43,19,58,95307,2,3.2,1
1943,61,36,29,90210,2,0.5,2
1944,49,23,39,95521,4,2.6,1
1945,52,28,39,90095,3,1.9,2
1946,57,33,30,93106,3,1.5,1
1947,53,23,58,94720,4,2,3
1948,52,28,62,94111,1,1.8,3
1949,39,15,62,93955,4,2.4,1
1950,58,34,19,90504,1,1.2,3
1951,36,12,38,94109,1,1.5,2
1952,45,21,84,94550,4,2,3
1953,30,5,78,92037,1,2.6,2
1954,49,25,22,90058,4,0.2,1
1955,44,20,81,90245,4,2,3
1956,43,17,32,90401,3,0.5,2
1957,42,18,89,94539,4,0.8,1
1958,29,4,121,90028,2,3.3,1
1959,28,2,42,95762,1,1.5,1
1960,50,24,130,95833,1,1,1
1961,44,19,30,95616,4,0,2
1962,52,26,114,94304,1,4.9,1
1963,28,4,155,90019,1,6.33,1
1964,62,38,50,94539,2,1.1,1
1965,34,10,34,95060,1,1.5,2
1966,45,20,94,90095,3,0.5,3
1967,52,26,114,91330,2,2.4,2
1968,43,18,89,94303,3,0.5,3
1969,54,24,49,91801,1,1.4,3
1970,64,38,115,94105,1,2,1
1971,27,3,148,92780,1,1.5,1
1972,42,17,72,95616,4,1.1,2
1973,28,2,114,94606,4,2.1,3
1974,47,22,11,92192,2,0,1
1975,39,13,63,90095,4,0.2,3
1976,29,3,113,94132,2,0.2,1
1977,39,13,80,95616,2,1.8,1
1978,41,15,54,94303,3,0.5,3
1979,37,11,32,94612,2,1.4,3
1980,41,17,11,91330,1,1,1
1981,45,19,141,94706,1,2.4,1
1982,52,26,84,91768,3,3,2
1983,58,33,18,94701,3,0.1,2
1984,31,5,20,94720,2,0.3,1
1985,26,1,55,92630,4,1.7,2
1986,31,7,31,94920,4,0.4,2
1987,42,17,114,90065,2,0.4,1
1988,56,31,52,94118,3,2,2
1989,52,28,18,91301,1,0.3,1
1990,59,35,55,90274,1,1.8,3
1991,32,8,29,92807,1,0.2,3
1992,46,22,30,90747,3,0.5,1
1993,52,28,38,94302,2,0.8,1
1994,30,5,122,94545,2,3.1,1
1995,32,8,183,94080,1,6,1
1996,35,11,41,94720,1,2.4,2
1997,49,24,38,94305,1,1.4,3
1998,54,30,61,92093,1,1.8,3
1999,56,32,103,94111,3,4,3
2000,48,22,80,93940,2,2.4,2
2001,28,2,22,95670,1,0.1,2
2002,44,17,128,94928,2,3.25,2
2003,30,4,142,92126,3,4.2,1
2004,44,20,124,90277,1,4.7,1
2005,30,4,44,92704,1,1.9,3
2006,47,23,170,90254,2,6.5,2
2007,64,39,75,94720,4,0.1,2
2008,48,21,78,94010,3,2,2
2009,63,38,31,92037,1,1.1,3
2010,25,0,99,92735,1,1.9,1
2011,61,36,41,96001,2,1.5,1
2012,46,21,39,92507,4,0,2
2013,57,31,51,93943,1,1.4,1
2014,40,15,52,92691,3,0.8,3
2015,49,19,169,95054,3,5.67,3
2016,30,5,141,95747,1,0.8,1
2017,41,17,93,92835,4,0.8,1
2018,42,15,14,92064,3,1,2
2019,63,39,160,90089,2,2.1,1
2020,43,17,44,94611,1,0.2,1
2021,59,34,33,94303,3,0.2,1
2022,46,20,103,91380,4,4.8,3
2023,33,3,71,93561,4,1.8,3
2024,55,29,55,94720,1,0.2,1
2025,36,12,113,94305,4,0.2,1
2026,47,20,79,94720,3,2,2
2027,59,33,80,93907,2,0.7,2
2028,38,12,179,94596,2,0,1
2029,42,17,9,91710,2,0,3
2030,30,3,61,92152,4,2,2
2031,63,38,111,95814,2,3.9,1
2032,60,35,80,94608,3,0.5,1
2033,62,37,32,90266,3,0.2,1
2034,49,23,83,92126,1,0.3,1
2035,59,33,91,92821,4,1.9,2
2036,36,10,29,93065,4,1,1
2037,46,19,19,94305,3,0.67,2
2038,35,8,52,95616,2,1,2
2039,50,24,150,94551,1,7.3,1
2040,51,25,32,91605,2,0.4,3
2041,41,16,91,94720,3,0.5,3
2042,45,20,180,95403,3,8.5,2
2043,41,17,121,94102,1,0.3,1
2044,57,32,25,90049,2,0.2,3
2045,51,25,102,92677,1,0.3,1
2046,52,28,44,95051,4,0.9,2
2047,43,16,161,95134,3,8,2
2048,63,38,134,90640,3,4,2
2049,28,4,43,94803,1,1.8,2
2050,43,18,94,92717,4,1.1,2
2051,41,15,29,94024,2,0.8,3
2052,34,8,38,90018,4,0.2,1
2053,28,3,120,94080,1,0.8,1
2054,58,32,85,92110,2,2,1
2055,39,15,89,92126,2,1.9,1
2056,49,23,25,90274,1,1.4,3
2057,33,8,20,92691,3,1.3,1
2058,37,12,125,91754,2,3.9,1
2059,33,7,18,92093,1,0.6,3
2060,28,3,173,92121,2,6.7,1
2061,54,29,34,92093,4,0.1,3
2062,63,38,159,93950,4,4.9,2
2063,57,31,55,92521,3,2.5,1
2064,56,30,32,94080,2,0.4,3
2065,54,29,65,94545,4,1.8,3
2066,29,5,83,92354,3,1.5,1
2067,41,16,30,95814,2,1.4,2
2068,58,32,180,91770,1,2.9,1
2069,61,37,13,90024,2,0.3,3
2070,30,4,35,90059,4,0.8,1
2071,62,37,95,91107,3,0.5,1
2072,52,28,83,94705,1,0,1
2073,29,3,39,95831,4,0.2,1
2074,46,20,54,91107,1,0.7,3
2075,52,27,81,91942,1,1.3,3
2076,40,16,53,94123,4,2,3
2077,49,23,119,91030,1,7.3,1
2078,34,9,160,94108,4,8,3
2079,35,11,21,95814,2,1,2
2080,26,2,40,94132,1,1,3
2081,65,40,69,91706,4,0.1,2
2082,52,27,45,95006,1,1.3,2
2083,32,7,55,91301,4,2,2
2084,31,7,38,94025,1,0.2,3
2085,36,9,44,93907,4,1,2
2086,50,24,45,94105,3,0.6,2
2087,36,12,84,90291,1,0.8,2
2088,51,27,188,94305,2,6.9,2
2089,39,9,29,94701,3,2,3
2090,53,29,95,94304,1,2.7,2
2091,50,25,79,95023,1,2.9,1
2092,31,4,41,91360,1,2,2
2093,53,23,19,92673,4,0.4,3
2094,48,23,75,94111,4,3.6,3
2095,57,31,64,90024,3,2.5,1
2096,47,21,174,94025,4,3.2,3
2097,55,29,54,95051,2,2.3,3
2098,37,11,14,90740,3,0.1,2
2099,59,35,94,90089,1,3.8,1
2100,53,29,10,90095,2,0.4,1
2101,31,6,145,93940,1,0.8,1
2102,35,5,203,95032,1,10,3
2103,25,-1,81,92647,2,1.6,3
2104,37,13,153,90630,2,6.5,1
2105,40,14,58,90245,4,0.2,3
2106,31,5,49,94114,4,1.8,3
2107,62,38,132,90210,1,2.9,1
2108,41,17,85,90291,4,0.2,3
2109,56,32,85,94132,3,2.67,1
2110,47,23,178,93014,1,6.5,3
2111,28,4,104,94301,3,2.5,1
2112,60,34,40,94105,1,1.6,1
2113,27,2,103,93117,1,1.9,1
2114,57,33,25,92064,2,1,1
2115,62,36,69,95039,2,1.7,3
2116,57,31,30,95070,3,1.4,1
2117,44,17,70,94920,3,2.67,2
2118,31,7,15,91380,3,0.9,3
2119,31,5,125,91320,2,1.3,1
2120,39,13,50,94923,3,0.5,3
2121,41,17,44,93106,1,0.3,3
2122,41,17,38,92182,4,2.2,2
2123,55,29,64,93437,3,0.8,1
2124,28,2,9,95014,1,0.1,2
2125,35,9,44,92054,3,0.9,1
2126,44,20,93,91910,4,0.8,1
2127,44,19,83,92121,4,0.4,1
2128,40,14,179,94720,2,0,1
2129,65,40,40,94104,1,1.1,3
2130,35,10,58,91754,4,0.7,3
2131,55,31,74,94607,3,2.67,1
2132,55,31,15,95747,1,0.2,1
2133,59,35,11,94949,2,1,1
2134,39,15,41,95035,1,2,2
2135,50,24,68,95821,1,1.5,2
2136,45,15,28,95039,1,0.75,3
2137,50,26,115,95008,1,1.2,3
2138,65,40,83,92354,4,0.1,2
2139,36,11,40,93611,2,1.1,2
2140,57,32,113,91768,1,0.1,3
2141,53,27,89,92130,1,0.8,3
2142,28,4,38,92109,4,1.6,1
2143,55,31,62,93943,4,1.5,1
2144,56,31,65,92093,3,1.7,1
2145,33,6,168,94720,3,5.67,2
2146,57,32,40,94720,3,1.7,1
2147,27,3,30,93108,1,1,3
2148,27,3,20,92007,4,1,1
2149,54,30,58,92007,2,3.2,3
2150,48,22,150,95039,1,7.3,1
2151,62,38,54,91320,1,0.8,1
2152,41,16,19,91730,2,0.3,2
2153,62,38,30,94304,3,0.1,3
2154,40,14,123,90041,1,5.2,1
2155,32,8,45,94558,1,2.4,2
2156,62,38,154,94305,1,2.9,1
2157,35,11,93,90747,2,2.7,1
2158,25,0,71,93727,4,0.2,1
2159,50,25,83,94720,4,3.1,1
2160,61,35,99,94085,1,4.8,3
2161,43,17,55,93933,3,2.2,2
2162,52,28,38,94131,4,0.9,2
2163,39,13,74,95008,3,0.9,2
2164,33,3,69,92161,4,1.8,3
2165,27,3,104,92007,2,2.5,1
2166,27,0,38,95929,4,1,3
2167,32,8,25,93524,3,0.9,3
2168,65,40,162,94596,1,1.3,1
2169,55,29,64,93063,4,2.6,3
2170,52,27,30,94305,2,0.7,2
